,STATUS,cOPN,cCON,cEXT,cAGR,cNEU
6271,TAX REFUND!,1,0,1,1,1
6272,City of Angels hads reconfirmed my belief that *PROPNAME* is AWESOME.,1,0,1,1,1
6273,is tired.,1,0,1,1,1
6274,"spent another sleepless night tossing and turning, only to get up at 9 am and deal with a kid who, I swear, has the loudest, most ear-piercing scream I have ever heard (and uses it). To top it all off, I got a call from the clinic saying that I'm anemic, and they want to put me on yet ANOTHER iron supplement that I can't afford. FTW.",1,0,1,1,1
6275,going to the in-laws for dinner then home for the evening.,1,0,1,1,1
6276,can finally be on the net at the same time as her husband.... hooray!,1,0,1,1,1
6277,is feeling it. >.>,1,0,1,1,1
6278,doesn't want every status commented on. once in a while is fine but EVERY status? It's starting to get annoying. You know who you are.,1,0,1,1,1
6279,has a naughty son.,1,0,1,1,1
6280,tried to shovel. It was a bad idea.,1,0,1,1,1
6281,it's been a good week.,1,0,1,1,1
6282,is feeling better after sleeping on clean sheets.,1,0,1,1,1
6283,"Tell me that you're all right, and everything is all right.",1,0,1,1,1
6284,"Only one level left on Grand Fantasia, then I am a Palidin!",1,0,1,1,1
6285,had a great holiday. Hopes the new year will bring better luck....,1,0,1,1,1
6286,"new profile image..... and the funny thing is, now that i think about... *PROPNAME* IS a lot like *PROPNAME*.....",1,0,1,1,1
6287,"To celebrate Valentine's Day, change your  profile picture to you and your spouse//significant other, and make sure  to tell how long you've been together!",1,0,1,1,1
6288,thinks both her and her husband have sleep apnea.,1,0,1,1,1
6289,"My net sucks big, hairy, red man-balls. ARGH!",1,0,1,1,1
6290,"I am the eggman, they are the eggman, I am the walrus! Coo Coo Cachu!",1,0,1,1,1
6291,"smells justice has been served. What goes around comes around, and it definately came around for you, *PROPNAME*!",1,0,1,1,1
6292,I may be the only *PROPNAME* in the world - I'm definitely the only one on Facebook.,1,0,0,0,1
6293,Happy Father's Day to all you Dads,1,0,0,0,1
6294,"I have hardly given more information in the octameter,heptameter, hexameter, or pentameter than there is in the tetrameter- of course the boys are sleeping, you can't wake someone who isn't and a very roof is still a roof.  ""The Ode Less Travelled."" *PROPNAME*",1,0,0,0,1
6295,has just completed sexual harassment training - now I can be really good at it!,1,0,0,0,1
6296,"Wow, I'm stupid - I can't count in monthly increments. I actually have one more month to complete this f____ thesis!!!",1,0,0,0,1
6297,"Haagen-Dazs ""Baileys"" ice cream, straight out of the pot - the perfect accompaniment for thesis writing",1,0,0,0,1
6298,My wonderful husband bought me a really fast computer (the old one caught a Trojan). The remaining 15 pages will just fly by. Thank you *PROPNAME*,1,0,0,0,1
6299,just dropped in on my lovely Italian friend - now feel the need for agnello e risotto a funghi,1,0,0,0,1
6300,I now have a master's degree - ABT (all but thesis)!,1,0,0,0,1
6301,"First day as a high school English teacher. Apparently, an English accent fools 'em.",1,0,0,0,1
6302,there will be no Magic Mountain fireworks on the 4th. Perhaps you guys don't want this independence thingy after all,1,0,0,0,1
6303,Thesis approved! NOW can someone give me a job?!,1,0,0,0,1
6304,"It's *PROPNAME*'s birthday in about 45 minutes, but he ""doesn't want a surprise party!""",1,0,0,0,1
6305,I have submitted!,1,0,0,0,1
6306,"It was so nearly the perfect football day - UCLA won again, but then USC came from behind",1,0,0,0,1
6307,"Now *PROPNAME* is asking ""when's my party? "" Who predicted that?!",1,0,0,0,1
6308,*PROPNAME*,1,0,0,0,1
6309,My son breaks his ankle on the football field and his only concern is that he missed the pool party with the cheerleaders!,1,0,0,0,1
6310,Question: How does one get 8th graders to shut the ____up?! *PROPNAME*? *PROPNAME*? *PROPNAME*? *PROPNAME*? I know you know - I'm exhausted.,1,0,0,0,1
6311,I went sailing  today with the Fergies and Rich Pearsall. I polluted the Pacific a little more that it was alreaddy ;(,1,0,0,0,1
6312,"We will miss the Moos-Rubins, but we're looking forward to another great evening at the Bowl.",1,0,0,0,1
6313,I'm almost ready to submit.,1,0,0,0,1
6314,I have a new job!!!,1,0,0,0,1
6315,I have at least one crazy child who is back on the football field!!,1,0,0,0,1
6316,"This teacher got an apple today - and grapes, strawberries, and cream!",1,0,0,0,1
6317,no-class stadium for a no-class coach :( but I did park on someone's drive for $20 instead of the $60 that I would have had to give to USuCk,1,0,0,0,1
6318,It's a lovely day in the neighbo[u]rhood when UCLA win AND the University for Spoiled Children lose :),1,0,0,0,1
6319,My second favorite team - Arizona!!!,1,0,0,0,1
6320,Go Navy!,1,0,0,0,1
6321,"During a recent password audit, it was found that a blonde was using the following password: MickeyMinniePlutoHueyLouieDeweyDonaldGoofySacramento. When asked why such a long password, she said she was told that it had to be at least 8 characters long and include at least one capital.",1,0,0,0,1
6322,"Back home from an evening of ""Enlightened Debauchery"" and no Walt Whitman in sight. There was this one guy from NY saying something about leaves of grass....",1,0,0,0,1
6323,our tree is naked! we can't find the skirt,1,0,0,0,1
6324,my cousin keeps beating me at Bejewled Blitz!,1,0,0,0,1
6325,"did someone already tell me the difference between news feed and live feed? Sorry, I wasn't listening",1,0,0,0,1
6326,it's too close - we're not used to playing in the cold,1,0,0,0,1
6327,Put ? this ? on ? your ? status ? if ? you ? know ? someone ? who ? has ? or ? had ? cancer! ? All I want for Christmas is a CURE! ?,1,0,0,0,1
6328,"for those of you who asked, the port was an '85 ""*PROPNAME*"" from Vila Nova de Gaia, Portugal",1,0,0,0,1
6329,We Wish You a Merry??¥*¬*¥.üü? üü.¥*¬*¥?? Christmas??¥*¬*¥.üü? üü.¥*¬*¥??We Wish You a Merry ??¥*¬*¥.üü? üü.¥*¬*¥??Christmas ? ? ?We Wish You A Merry ??¥*¬*¥.üü? üü.¥*¬*¥??Christmas ??¥*¬*¥.üü? üü.¥*¬*¥??...And A Happy New Year!??¥*¬*¥.üü? üü.¥*¬*¥??... Copy and paste~keep the wave going!,1,0,0,0,1
6330,"For those of you who are just 6-7 hours away from 2010, Happy New Year//nuovo anno felice//nouvelle annŽe heureuse etc., and for the rest of us, whether on the east or west coast, I hope it will be worth the wait :)",1,0,0,0,1
6331,nothing yet - it's my day off!,1,0,0,0,1
6332,Black,1,0,0,0,1
6333,"finally, raspberry pink, white, and grey",1,0,0,0,1
6334,"Please put this on your status if you know someone (or are related to someone, who is a Wanker!.) Wankers affect the lives of many. There is still no known cure for these a_____s!!! But we can raise awareness ...... 93% won't Copy and Paste this, will YOU make this your status for at least one hour. :D",1,0,0,0,1
6335,"to whom it may concern, have a great first day at school today. and make good choices",1,0,0,0,1
6336,If you are a parent with the greatest kids on earth then copy and repost this and let's give our kids the recognition they need! I am proud of my children.,1,0,0,0,1
6337,3-ish,1,0,0,0,1
6338,just discovered our dog barks at thunder!,1,0,0,0,1
6339,"status is being tracked, the owners of facebook have confirmed they will send $1 to the rescue fund for the Haiti earthquake disaster for everytime this is cut and paste as a status. You only have to leave it for a minimum of 1 hour. Lets all do our bit to help",1,0,0,0,1
6340,My first English department meeting; I was expecting fisticuffs,1,0,0,0,1
6341,"It's our anniversary - 16 years ago today, the Rassool family landed in California to pursue the American Dream....",1,0,0,0,1
6342,"One syllabus down, one to go, but I got distracted.",1,0,0,0,1
6343,"Happy Chinese New Year! To all my fellow tigers: Leo who turns 12 this year, and any friends who are turning 24, 36, 48, 60, 72 or more, it's going to be a lucky year for us!",1,0,0,0,1
6344,is fat and happy :],0,0,1,0,0
6345,starting in sept!! =),0,0,1,0,0
6346,going to get fatter on a cruise with miss fatty,0,0,1,0,0
6347,yay background check says I'm not a criminal,0,0,1,0,0
6348,Congrats Dr. and Mrs. Tran!!,0,0,1,0,0
6349,i BEAT the system!! speeding ticket is DISMISSED!! WOOT!,0,0,1,0,0
6350,ty all for your birthday wishes!,0,0,1,0,0
6351,does anyone need a really really big master bedroom in SD?????,0,0,1,0,0
6352,My new froggies are so cute....names are *PROPNAME* and *PROPNAME*,0,0,1,0,0
6353,bAwwwW at work late today....BBAAWWWWW!!,0,0,1,0,0
6354,y dont you just set your profile to private? Both of you are spoiled girls....so your statements are invalid,0,0,1,0,0
6355,@_@ turkeyday for me = a bunch of republicans coming together eating a huge feast and Obama bashing....its disgusting!,0,0,1,0,0
6356,MMM should i get a PS3 to play uncharted 2??? MMMM!!!!,0,0,1,0,0
6357,successful wedding!!!....Im so pooped and sleeping on the ground doesn't help! lol,0,0,1,0,0
6358,"""Those who criticize our generation forget who raised it.""",1,1,0,1,1
6359,"""In awe I watched the waxing moon ride across the zenith of the heavens like an ambered chariot towards the ebony void of infinite space wherein the tethered belts of Jupiter and Mars hang forever festooned in their orbital majesty. And as I looked at all",1,1,0,1,1
6360,"""I refuse to answer that question on the grounds that I don't know the answer."" ~ *PROPNAME* XD",1,1,0,1,1
6361,"""Parents spend the first part of our lives teaching us to walk and talk, and the rest of it telling us to sit down and shut up."" XD",1,1,0,1,1
6362,"""Ah, *PROPNAME*. The eyes are open, the mouth moves, but *PROPNAME* has long since departed."" ~ *PROPNAME* XD XD",1,1,0,1,1
6363,"""Death and famine stalk the land like two great stalking things."" ~ *PROPNAME*",1,1,0,1,1
6364,"""Arguments are to be avoided; they are always vulgar and often convincing."" ~ Oscar Wilde xD",1,1,0,1,1
6365,"podkanva vseki, koito ima da i prashta snimki ot razlichni meropriyatiya, da go stori v skype vuzmojno nai-skoro... ^^ :P",1,1,0,1,1
6366,"Damn, U.S. beat Spain? We should be proud",1,1,0,1,1
6367,had a FOG sighting on the street,1,1,0,1,1
6368,District 9: not perfect but definitely lives up to the hype,1,1,0,1,1
6369,needs a job,1,1,0,1,1
6370,"*PROPNAME* may have been out of line, but Single Ladies is much better than *PROPNAME*'s crappy song and mediocure video  and at least for once he wasn't complaining about himself not losing",1,1,0,1,1
6371,Does anyone have Skype? just got it,1,1,0,1,1
6372,"Celebrated the New Year in true Oakland style, hearing automatic gunfire seconds after midnight",1,1,0,1,1
6373,"""This is what it's all about, isn't it, listening audience?  A brief seizing brilliance in the immediate air.  A death-rendered flash of perfect equilibrium.""-Don Delillo, Ratner's Star",1,1,0,1,1
6374,Does anyone know how to install Office 2007 in LINUX using WINE ?,1,1,1,1,0
6375,Forgot to take my cell phone to office.. to reach me (for today) send me mssg on Google talk or Facebook,1,1,1,1,0
6376,Had the most random interaction with a stone drunk stranger!,1,1,1,1,0
6377,Had an amazingly lazy and uneventful day... Saturday sucks!!!!!!!!!,1,1,1,1,0
6378,Is history written or is it made??,1,1,1,1,0
6379,Finally Internet at HOME :D,1,1,1,1,0
6380,ONLINE finally!!!,1,1,1,1,0
6381,Random girl (In a bus) : Are you half chinese?                                                               Me : HUH !!??????!!????,1,1,1,1,0
6382,Migrated to Ubuntu Linux completely.,1,1,1,1,0
6383,Funniest thing happen to Roman Polanski :D LOL,1,1,1,1,0
6384,Listening to Hare Krishna ..just in case :D,1,1,1,1,0
6385,Can anyone forward me an invit to Google wave???,1,1,1,1,0
6386,First time: Had three shots of of Jack Daniels on the rock and than to the LAB,1,1,1,1,0
6387,"HERE IS A QUICK POLL FOR ALL OF YOU: HOW MANY OF YOU , AT THIS POINT IN YOUR CAREER, HAVE HELD MORE THAN 5 JOBS ?",1,1,1,1,0
6388,Are thoughts and substance interchangable? Can we redirect our thoughts to substantiate anything that would be comparable to our physical surroundings and experiences ?,1,1,1,1,0
6389,Football.. fun fun and fun,1,1,1,1,0
6390,"Events of the evening : Random lady at the bus stop : Do you know what ""No. 11"" beer is? Me: Is that a bus No. or a course No. Random lady : My lab mate said it is a good drink and I can et it here at WSU Me (Thinking) : Seriously ... of all the ppl u could have asked...why me??",1,1,1,1,0
6391,Any comments on the simmilarity between SITA in Ranamayan and HELEN of troy?  Ceartive inputs are more than welcome!,1,1,1,1,0
6392,Finally have a linux box that runs Office 2007 :),1,1,1,1,0
6393,Pigly-wigly diet soda !,1,1,1,1,0
6394,"Just got to know that my co-worker was going to call cops on me ,cause that person did not know that  I was new to the work place. Fun  huh?",1,1,1,1,0
6395,EPIPHANY : Two shots of JAMESON'S can do WONDER'S to your experiments beyond your wildest imagination :D,1,1,1,1,0
6396,Simplicity in our lives comes out of deep thinking,1,1,1,1,0
6397,What happened to the good ol' days when we could fly and and get inebriated by just thinkin' about it !!!!!!!!!!!!!!!,1,1,1,1,0
6398,20-26 NICE!!!,1,1,1,1,0
6399,"To those with interest in international politics and policy I recommend : ""THE POST-AMERICAN WORLD"" By *PROPNAME* 3.84",1,1,1,1,0
6400,"Our personalities reflect the the environments we have lived in the past, which would also largely determine the ones we might live in.",1,1,1,1,0
6401,Anyone looking for google wave invits ?.. lemme know.,1,1,1,1,0
6402,LIVE FROM MY NEW KICK ASS 64-BIT PC,1,1,1,1,0
6403,"Its CONSIDERABLY COLDER here at PULLMAN , WA, than East Lansing!!",1,1,1,1,0
6404,"Watched AVATAR and it was  :  1. A sort anti-pollution, green peace statement 2. A light heart warming love story 3. AND WHAT NOT TO DO DO WHEN WE ACTUAL INVADE OTHER PLANETS :D",1,1,1,1,0
6405,An existence of polemic bad ideas can cause considerable damage to society.,1,1,1,1,0
6406,"Finally found "" *PROPNAME* and His Flying Robot "" ... anybody remembers this series",1,1,1,1,0
6407,Watched 9 and. it was fantastic!,1,1,1,1,0
6408,Merry Christmas to you ALL!,1,1,1,1,0
6409,East Lansing : -21 C (feels like) Pullman : -14 C (Feels like) Damn you East Lansing.. I shall have my revenge!,1,1,1,1,0
6410,"Finally got my paper degree . Officially , I have graduated!",1,1,1,1,0
6411,"Saw 3 idiots.. It was refreshing. Even though it appered to me as more of a commentary on  our education system.  However, it painted a fairly black'n white picture.  But then .. its just entertainment :)",1,1,1,1,0
6412,East Lansing : -16 C (feels like) Pullman : -10 C (Feels like),1,1,1,1,0
6413,"""My god its full of stars""...ANYONE?",1,1,1,1,0
6414,Watching a Godzilla movie... I almost forgot how much i missed them!!!!!!!!!!!!!!!,1,1,1,1,0
6415,Heard *PROPNAME* after a long time.  Took me back to my ol' school and undergrad  days,1,1,1,1,0
6416,Watching K-pax and njoying every momemnt of it,1,1,1,1,0
6417,About to brew my first gallon of beer!,1,1,1,1,0
6418,"(purposefully contradicting *PROPNAME*) AGHH!! The heat! *opens arms in welcoming fashion*. I mean, you all complain when it's cold and rainy, as per usual, and you complain when it's warm. CONSISTENCY, PEOPLE!",1,1,0,1,0
6419,"ItÕs true what they say; ignorance IS bliss. I envy kids that way, for not having the mental maturity to understand all the problems surrounding them. ItÕs nice to see that happiness and naivety every once in a while.",1,1,0,1,0
6420,is introspective...,1,1,0,1,0
6421,"CRISIS Next weekend my brother is having a ÔgiantÕ sleepover with four of his devil spawn minions. 1) IsnÕt he a little *old* for that kinda thing? 2) Last time ONE of them came over, I had to listen to Three Days Grace on full blast on my iPod so I could concentrate enough to READ. Yes, you heard me! If anybody who a) isnÕt a pervert, and b) doesnÕt hate me could offer a place to stay, I would be grateful...",1,1,0,1,0
6422,"is craving a vanilla latte and some new good music 'cause she's bored of just going through her shuffle... something Decemberist-esque? (Ha, that's a mouthful.)",1,1,0,1,0
6423,Has anyone seen our homework timetables? Fucking A.,1,1,0,1,0
6424,I had pancakes for lunch. I'm gonna die young and fat :'(,1,1,0,1,0
6425,FUCKING HELL! THE THUNDER IS RIGHT ABOVE THE HOUSE!,1,1,0,1,0
6426,"""Ooooooh, I think I smell a rattttt""",1,1,0,1,0
6427,"The lighting's really weird out; the sky is dark, but everything else is almost luminescent.",1,1,0,1,0
6428,"made lemon cupcakes with pink icing. Ahhh, E. numbers.",1,1,0,1,0
6429,"""Halfway around the world Lies the one thing that you want Buried in the ground, hundreds of miles down First thing that arises in your mind while you awake Bending you til you break""",1,1,0,1,0
6430,"""I'm a road runner honey and you can't keep up with me"" ~Aerosmith :)",1,1,0,1,0
6431,Got a brilliant new playlist :D I heart it.,1,1,0,1,0
6432,REDRUM.,1,1,0,1,0
6433,wants to bury her head in a hole.,1,1,0,1,0
6434,And it's an ALL-NIGHTER.,1,1,0,1,0
6435,OMG! BROKEBACK MOUNTAIN!!! SQUEE!!!,1,1,0,1,0
6436,burnt finger again...,1,1,0,1,0
6437,How do you find out your fucking color group?,1,1,0,1,0
6438,"has burnt her finger. It really hurts, as well.",1,1,0,1,0
6439,"I must be pregnant, or something. It's not natural to have hummus cravings...",1,1,0,1,0
6440,"Downloading a new playlist. 1 hour, 40 minutes to go - woopee!",1,1,0,1,0
6441,"is, decidedly, an eloquent drunk.",1,1,0,1,0
6442,Ugh I'm hungry. Siren Song - Bat For Lashes. Take Me To The Riot - Stars. Consolers Of The Lonely - The Raconteurs. Running Up That Hill - Placebo.,1,1,0,1,0
6443,Ugh.,1,1,0,1,0
6444,There are so many fucked up people because there are so many fucked up marriages or lack thereof.,1,1,0,1,0
6445,"To anyone who gives a shit, look at the photo I found of Wogie!!!",1,1,0,1,0
6446,Tired with a pancake craving...,1,1,0,1,0
6447,Buzzz...,1,1,0,1,0
6448,Shitty day + Monday Migraine + Late home = URRRRRRRRG!,1,1,0,1,0
6449,Half of my English coursework done. Woot!,1,1,0,1,0
6450,*Swallows down last mouthful of seventh cup of tea today*,1,1,0,1,0
6451,Sick - bleh :(,1,1,0,1,0
6452,What modules//points do we have to revise for Chemistry?,1,1,0,1,0
6453,SIX-HUNDRED DAYS!,1,1,0,1,0
6454,My brother is watching the Jerk Theory for the third time since Friday.,1,1,0,1,0
6455,IPOD FIXED!!!! YAY!!!,1,1,0,1,0
6456,My hair smells like cookies...worrying... :S,1,1,0,1,0
6457,Had great day in the snow with *PROPNAME* and *PROPNAME*. More to follow tomorrow :D,1,1,0,1,0
6458,The Vanishing Act of *PROPNAME* <3,1,1,0,1,0
6459,My inability to wash up properly means that nobody trusts me to do it :),1,1,0,1,0
6460,"It's freaky. My brother's only two inches off me. Eh, he still has freakishly large feet. I can live happy with that abnormality even if it's not accompanied by a 5'4"" frame.",1,1,0,1,0
6461,Spent all day watching Glee. I hate it and love it at the same time. SO CHEESY!,1,1,0,1,0
6462,Was ANYONE else off school today? I was sure nobody would be able to get in. Eh.,1,1,0,1,0
6463,"""NOT THAT KIND OF ESCORT!!!"" Hehehe.",1,1,0,1,0
6464,"I'd swear the 'rents were just yelling ""gavinda"" right now...",1,1,0,1,0
6465,Caffine. Check.,1,1,0,1,0
6466,"EVERYTHING FUCKING ACHES! (Don't you dare like this, *PROPNAME*.)",1,1,0,1,0
6467,Well ain't that the cat's pajamas!!,1,0,1,1,0
6468,Is it more funny or more funnier? I dunno use it in a sentence. It was just more funnier...,1,0,1,1,0
6469,The greatest pleasure in life is doing what people say you cannot do. ~*PROPNAME* ~,1,0,1,1,0
6470,Lovin' the grace God has clearly been pouring out... :-D,1,0,1,1,0
6471,"Hmm, next weekend?",1,0,1,1,0
6472,"wishes she was as cool as *PROPNAME*, but... that'll never happen!  =]",1,0,1,1,0
6473,im a monkey. i stink and pee freely often. yaaaaaaaaaaayyyyyyyyy,1,0,1,1,0
6474,I get $$$$,1,0,1,1,0
6475,is done with work on Friday!! :-D,1,0,1,1,0
6476,Just one final stands between me and NO CLASS WOOO!!,1,0,1,1,0
6477,"I am doing quite awesome, and I am very happy and excited about life but some people need to stop hijacking my fb...",1,0,1,1,0
6478,is going to be a O&P practitioner...maybe :-),1,0,1,1,0
6479,Back in EL :-),1,0,1,1,0
6480,this one time i tried to punch lara and i accidentally scratched my face. basically i failed miserably.,1,0,1,1,0
6481,Back in the E.L. :-),1,0,1,1,0
6482,Trying to figure out what to do with my life...hmmm suggestions?,1,0,1,1,0
6483,Last day of work!! Any suggestions for wild and crazy celebrations??,1,0,1,1,0
6484,Would you eat panda?,1,0,1,1,0
6485,Making chocolate rasberry brownies...yum :),1,0,1,1,0
6486,Attempting to finish unpacking...arg,1,0,1,1,0
6487,picking her nose. ooo gold rush up there!,1,0,1,1,0
6488,is about to go to sleep at 9:30pm...old age is setting in,1,0,1,1,0
6489,Thank you all for the birthday wishes :-),1,0,1,1,0
6490,What a beautiful day of football :-),1,0,1,1,0
6491,I love the fray!! .:squeeky voice:.,1,0,1,1,0
6492,Classes are getting in the way of my college life...,1,0,1,1,0
6493,AHHHHHHHHHH!!! Static fluid mechanics= death...,1,0,1,1,0
6494,9:00pm V102...CABIN FEVER 2!!!!! Anyone is welcome to come...if you think you can handle it!!!!!!!!,1,0,1,1,0
6495,9:02pm V102...CABIN FEVER 2!!!!! Anyone is welcome to come...if you think you can handle it!!!!!!!!,1,0,1,1,0
6496,heheheh i'm rachel yayyyyyy!,1,0,1,1,0
6497,*PROPNAME* is an L7 WEANIE,1,0,1,1,0
6498,is an L7 weanie,1,0,1,1,0
6499,It's been a good birthday :-),1,0,1,1,0
6500,"is chowin on wheat rice!!!!!! dang, this stuff is soooo good :-)",1,0,1,1,0
6501,moist moist moist moist moist moist moist moist moist... This goes out to all those people who are unapreciative of the word moist.  You make my eyes moist with all this hating...,1,0,1,1,0
6502,Really likes *PROPNAME*'s status and feels the same way :),1,0,1,1,0
6503,Excited for Compelling 09!!! :],1,0,1,1,0
6504,Check it out... :-)                 http:////www.facebook.com//event.php?eid=275183520261&ref=mf,1,0,1,1,0
6505,"I'm *PROPNAME*, and I have a biiiiig green watch. It's so cool. Kinda like AmyO. I think she is the coolest person ever. I wish I were as awesome as AmyO.",1,0,1,1,0
6506,Take my quiz. See how cool I am.,1,0,1,1,0
6507,"wants everyone to sign up for the Ski Trip (you dont actually have to ski on this trip. you could just come hang out.)!!!!! Right now. If youre sitting there saying, ""Ski Trip? where? when? how do i sign up?"" comment on this post and i will hook you up. i better see like 50 comments on this post when i check back tonight.",1,0,1,1,0
6508,Excited to the maxx!!,1,0,1,1,0
6509,**.:Welcome back Winter once again And put on your warm fuzzy sweater Cuz you'll feel much better when The snowflakes fall Gently to the ground:.**,1,0,1,1,0
6510,Fixed her computer speakers!!! Feel free to send her sweet youtube videos :-),1,0,1,1,0
6511,Anyone needing a study break come check out the Baker's new music video!!!!,1,0,1,1,0
6512,Most relaxing song ever... :) http:////www.youtube.com//watch?v=4f7tx25O9XM,1,0,1,1,0
6513,rub-a-dub-dub,1,0,1,1,0
6514,"Please take a long hard look through your textbook, cause I'm history... Off on Urbana adventures!!! Back on the 7th- DUCES!!",1,0,1,1,0
6515,Packing for Ur-ban-UH and the sunshine state =D,1,0,1,1,0
6516,"Energizer Bunny arrested, charged with battery, lol!! Love the cheesy jokes... :-)",1,0,1,1,0
6517,bahahahaaaa!,1,0,1,1,0
6518,"Ohh finals week...Friday, please come quickly ://",1,0,1,1,0
6519,Merry Christmas to all and to all a good night!! :D,1,0,1,1,0
6520,I just got kamikazied by a kiss...wrapper,1,0,1,1,0
6521,Anybody up for playing volleyball today??,1,0,1,1,0
6522,Jk about volleyball...who wants to go iceskating tonight from 10-11:30 at munn??,1,0,1,1,0
6523,"""I have decided to stick with love. Hate is too great a burden to bear."" Martin Luther King, Jr.",1,0,1,1,0
6524,I LOVE JENN ARNOLD!!!!,1,0,1,1,0
6525,Magenta :),1,0,1,1,0
6526,Missing summer and WWR... *tear,1,0,1,1,0
6527,&hearts; *PROPNAME*,1,0,1,1,0
6528,Contemplating the details of urban planning...,1,0,1,1,0
6529,is sick of joint facebook pages. Be an individual for christ's sake!,1,0,1,1,0
6530,T minus 7 days,1,0,1,1,0
6531,is going to visit Warwick Castle in the morning and spend the afternoon in Stratford-upon-Avon... you know you're jealous :)  I am thoroughly enjoying my time in England (despite the tragidy of having my purse stolen on Saturday) and will miss it terribly,1,0,1,1,0
6532,"would really like to go back to Europe, please...",1,0,1,1,0
6533,wants to go back to England :( Amsterdam just isn't my cup of tea...,1,0,1,1,0
6534,ditto to charlie's status,1,0,1,1,0
6535,"really cannot believe *PROPNAME* and all the ""birthers""... you have got to be kidding me...",1,0,1,1,0
6536,"ok, yes it's great that the Lakers won the championship, but there's no need to start fires and shake cars. East LA needs to calm the F down",1,0,1,1,0
6537,"got her iPod Touch back today (YAY!!!), complete with headphones and the addition of a few new apps, including the Koran, iPray, World War, and Brain Tutor. I'll let you do with that what you will... ;)",1,0,1,1,0
6538,is feeling a lot better... slowing things down and taking a deep breath really does a world of good,1,0,1,1,0
6539,Manpuku on Sawtelle is my absolute favorite restaurant.,1,0,1,1,0
6540,going to the Edison tonight with my sister :),1,0,1,1,0
6541,"sometimes, most of the time, life is too fast and too confusing for my liking...",1,0,1,1,0
6542,is looking forward tonight's Top Chef Masters,1,0,1,1,0
6543,and *PROPNAME* are gonna meet *PROPNAME* on Tuesday :D,1,0,1,1,0
6544,absolutely loves the London police department. I'm getting my ipod touch back!!!,1,0,1,1,0
6545,Thank you all for my wonderful birthday wishes!!!,1,0,1,1,0
6546,"Europe pictures are finally up! Come check 'em out... you'll have to find them on my actual profile not in my ""photo albums""",1,0,1,1,0
6547,"nobody should have to work on their birthday, unless they want to...and I don't want to so I shouldn't have to :(",1,0,1,1,0
6548,doesn't have to apartment hunt anymore :),1,0,1,1,0
6549,finding a place to live is ridiculously stressful,1,0,1,1,0
6550,is looking forward to tonight!,1,0,1,1,0
6551,looks like I finally caught whatever cold is going around. Packing and moving is even more difficult when you're sick :(,1,0,1,1,0
6552,can walk to *PROPNAME*'s (and a myriad of other awesome places) from her new apartment :),1,0,1,1,0
6553,REALLY doesn't feel good and REALLY wishes her boss (who even acknowledged that I'm sick) would send her home.,1,0,1,1,0
6554,excited about seeing The Used this friday! I bet nobody knew how hard I like to rock  :),1,0,1,1,0
6555,is temporarily upset with Obama for being in a commercial with *PROPNAME*.,1,0,1,1,0
6556,had a really really good day,1,0,1,1,0
6557,"watch ""The Age of Wal-Mart"" on CNBC",1,0,1,1,0
6558,"No one should die because they cannot afford health care, and no one should go broke because they get sick. If you agree, please post this as your status for the rest of the day.",1,0,1,1,0
6559,chips and salsa must be made with crack or heroin. What else can explain my addiction to it?,1,0,1,1,0
6560,"I know this is old news, but I don't think *PROPNAME* could be more annoying or less funny.",1,0,1,1,0
6561,bored as hell...,1,0,1,1,0
6562,loves myth busters. Now I can double dip all I want!,1,0,1,1,0
6563,needs a drink...,1,0,1,1,0
6564,"I am wrecked, I am overblown...",1,0,1,1,0
6565,"how come every time I make a cake with whole wheat flour it ends up tasting like corn bread?  I like corn bread a lot, but I'm trying to make a cake that tastes like CAKE :(",1,0,1,1,0
6566,is still in shock...,1,0,1,1,0
6567,has done way too much driving and sat in way to much traffic this weekend,1,0,1,1,0
6568,survived *PROPNAME*'s Scary Farm last night...for two... whole... hours...,1,0,1,1,0
6569,goin on a cruise to Mexico!,1,0,1,1,0
6570,mmmm lemon cake with vanilla frosting :),1,0,1,1,0
6571,doesn't feel so good :(,1,0,1,1,0
6572,craves enlightenment...,1,0,1,1,0
6573,"has a job interview tomorrow, wish me luck!",1,0,1,1,0
6574,is eating a huge bowl of piping hot homemade chicken soup... mmmm...,1,0,1,1,0
6575,"I have the worst sore throat and earache (now going on three weeks); and because health insurance is a luxury I no longer have, I am now in the process of trying every home remedy known to man.",1,0,1,1,0
6576,"the unemployed life is a strange one, I'll tell you that...",1,0,1,1,0
6577,loves 3rd Rock from the Sun reruns,1,0,1,1,0
6578,", after this weekend, kind of sort of maybe feels like she MIGHT want to move back to the IE...",1,0,1,1,0
6579,wow... what a weekend,1,0,1,1,0
6580,COME on Angels!,1,0,1,1,0
6581,"needs, wants, yearns.",1,0,1,1,0
6582,"hates it when she buys stuff at one grocery store, then goes to another store for something the original store didn't have, and finds that all the stuff she did buy at the first store costs less at the second store. Ugh.",1,0,1,1,0
6583,is going to get off her ass and actually be productive today!,1,0,1,1,0
6584,Comedy club tonight! Woot :),1,0,1,1,0
6585,Change your language to English (Pirate). Click on the English link on the bottom of your Home page. It's pretty awesome.,1,0,1,1,0
6586,walked by a full IV bag (complete with hose) in the gutter outside my apartment...,1,0,1,1,0
6587,is never drinking again,1,0,1,1,0
6588,wishes her apartment had a heater :(,1,0,1,1,0
6589,had an interview today. Crossing my fingers that I get a call (a good call) tomorrow!,1,0,1,1,0
